id,ps,dprime_h,dprime_s,n_signal,n_noise,mean_H|S,mean_H|N,mean_S|S,mean_S|N,sd_H|S,sd_H|N,sd_S|S,sd_S|N,abs_err_H|S,abs_err_H|N,abs_err_S|S,abs_err_S|N
116,0.2,2.5,1.5,24,96,1.25,-1.25,0.75,-0.75,0.8469754041979678,0.9918064507288629,0.809349303083159,0.9733662033317341,0.0,0.0,0.0,0.0
117,0.2,2.5,1.7,24,96,1.2499999999999998,-1.25,0.85,-0.85,1.0244411867852428,0.9513239181385167,0.9946864745098155,1.0245068733759597,2.220446049250313e-16,0.0,0.0,0.0
118,0.2,2.5,1.9,24,96,1.25,-1.25,0.9500000000000001,-0.9499999999999998,1.0208340734863142,0.9786836521015123,0.7745364217362708,0.9089508306224626,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
119,0.2,2.5,2.1,24,96,1.25,-1.25,1.05,-1.05,0.9602061151147164,0.9140059329383673,1.0900804742381525,1.0633814038172351,0.0,0.0,0.0,0.0
120,0.2,2.5,2.3,24,96,1.2499999999999998,-1.25,1.1500000000000001,-1.1499999999999997,1.0658786070675788,1.0018947088271037,1.1473085340389015,1.0474142162006763,2.220446049250313e-16,0.0,2.220446049250313e-16,2.220446049250313e-16
121,0.2,2.5,2.5,24,96,1.2500000000000002,-1.25,1.25,-1.25,0.8291489699605153,1.0529862126931442,1.037131699708518,0.9598996369256902,2.220446049250313e-16,0.0,0.0,0.0
122,0.35,0.5,0.5,42,78,0.24999999999999994,-0.2500000000000001,0.25000000000000006,-0.24999999999999992,0.9847079781391684,0.8272720022915702,1.141254900372535,0.9381758961493556,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,8.326672684688674e-17
123,0.35,0.5,0.7,42,78,0.25,-0.24999999999999994,0.35,-0.35000000000000003,0.9903364258082411,0.9884643801438966,1.0326687161175767,0.9844940232439613,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17
124,0.35,0.5,0.9,42,78,0.25,-0.24999999999999992,0.44999999999999996,-0.4499999999999999,1.0192077480058515,1.0404565098193241,0.7913134356683782,0.8457863379893897,0.0,8.326672684688674e-17,5.551115123125783e-17,1.1102230246251565e-16
125,0.35,0.5,1.1,42,78,0.25000000000000006,-0.24999999999999994,0.55,-0.5499999999999999,1.0138216798249682,0.9749832122258046,0.9850086102766469,0.9030278072176823,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1102230246251565e-16
126,0.35,0.5,1.3,42,78,0.24999999999999992,-0.25,0.65,-0.6499999999999999,1.0404856208580997,1.0140072950297603,1.0346687054389583,1.092955631992532,8.326672684688674e-17,0.0,0.0,1.1102230246251565e-16
127,0.35,0.5,1.5,42,78,0.25,-0.25000000000000006,0.7499999999999999,-0.7500000000000001,1.0977472935125245,0.8640331182287415,1.0613681753483761,0.8824794031473892,0.0,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16
128,0.35,0.5,1.7,42,78,0.25,-0.24999999999999994,0.8500000000000001,-0.8500000000000003,1.149212699302136,0.9805037308006276,1.0005376499639391,0.9636278404992803,0.0,5.551115123125783e-17,1.1102230246251565e-16,3.3306690738754696e-16
129,0.35,0.5,1.9,42,78,0.25,-0.25,0.9499999999999998,-0.9500000000000001,1.2088784557292334,1.0660017722359083,0.9903178715267649,1.0356481956223207,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
130,0.35,0.5,2.1,42,78,0.25,-0.24999999999999994,1.0500000000000003,-1.0499999999999998,0.9541782599236386,1.0755720505747348,0.9643396825401473,0.8840424851228247,0.0,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16
131,0.35,0.5,2.3,42,78,0.25,-0.25000000000000006,1.1499999999999997,-1.15,1.0985421745116546,1.048837140509827,0.960856896096423,0.8762678778331886,0.0,5.551115123125783e-17,2.220446049250313e-16,0.0
132,0.35,0.5,2.5,42,78,0.25000000000000006,-0.24999999999999994,1.2499999999999998,-1.2499999999999998,0.8602693312672639,0.8608317246409407,0.8295156435932892,1.0199020205222862,5.551115123125783e-17,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16
133,0.35,0.7,0.5,42,78,0.35,-0.3499999999999999,0.25,-0.25000000000000006,0.853937848043973,0.8477373710034501,0.9448162208646342,1.0108160331055132,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17
134,0.35,0.7,0.7,42,78,0.3500000000000001,-0.35,0.3499999999999999,-0.35000000000000003,0.9382488534729593,1.1470036849546585,1.0299302036750548,0.9987178658314949,1.1102230246251565e-16,0.0,5.551115123125783e-17,5.551115123125783e-17
135,0.35,0.7,0.9,42,78,0.35000000000000003,-0.3499999999999999,0.4499999999999999,-0.4499999999999999,1.1393485048011598,1.081934062324268,1.0497427426792258,0.938249974541984,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16
136,0.35,0.7,1.1,42,78,0.35000000000000003,-0.35000000000000003,0.55,-0.5500000000000002,0.9504281887293772,1.0747756575272036,1.036477462575542,0.869793627980576,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1102230246251565e-16
137,0.35,0.7,1.3,42,78,0.3499999999999999,-0.35000000000000003,0.6499999999999999,-0.6500000000000001,0.8028584693118166,0.9502525340528437,0.9270173821910898,0.9812412359674366,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16
138,0.35,0.7,1.5,42,78,0.35000000000000003,-0.35,0.7500000000000002,-0.7499999999999999,1.0055996236834261,1.0679413775934012,1.0408691552688567,1.1287559796377056,5.551115123125783e-17,0.0,2.220446049250313e-16,1.1102230246251565e-16
139,0.35,0.7,1.7,42,78,0.3500000000000001,-0.35000000000000003,0.8500000000000001,-0.85,1.1615119977399002,1.046595709367206,0.8711380332572862,1.088110922087092,1.1102230246251565e-16,5.551115123125783e-17,1.1102230246251565e-16,0.0
140,0.35,0.7,1.9,42,78,0.3499999999999999,-0.35000000000000003,0.9499999999999998,-0.95,0.9087017496924888,0.9421220365888672,0.9890808057533258,0.8962168944417676,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-16,0.0
141,0.35,0.7,2.1,42,78,0.35,-0.3499999999999998,1.0500000000000003,-1.0499999999999996,0.9317028747585006,1.027073378279862,1.0579744832306937,1.0628851154839585,0.0,1.6653345369377348e-16,2.220446049250313e-16,4.440892098500626e-16
142,0.35,0.7,2.3,42,78,0.35,-0.35,1.1499999999999997,-1.1499999999999997,1.0803531504282977,1.0171114753866084,0.9497576123621077,0.8563854946615969,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
143,0.35,0.7,2.5,42,78,0.35000000000000003,-0.35000000000000003,1.2499999999999996,-1.2500000000000002,0.9686926413648272,0.9713497687110955,0.9299517373927758,0.8745842786990496,5.551115123125783e-17,5.551115123125783e-17,4.440892098500626e-16,2.220446049250313e-16
144,0.35,0.9,0.5,42,78,0.45000000000000007,-0.45,0.25,-0.25000000000000006,0.9827200735957979,1.0072910971632523,0.8972412854583616,0.8904538713263475,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17
145,0.35,0.9,0.7,42,78,0.45000000000000007,-0.4499999999999999,0.3499999999999999,-0.35000000000000003,0.9482791892472987,0.9765552914154908,1.0168070474993125,0.9581487711258886,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17
146,0.35,0.9,0.9,42,78,0.44999999999999996,-0.4499999999999999,0.45000000000000007,-0.4499999999999999,1.0056211930950367,1.0762818749016936,1.1743282574405407,1.037210085976673,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,1.1102230246251565e-16
147,0.35,0.9,1.1,42,78,0.44999999999999996,-0.4499999999999999,0.55,-0.5499999999999999,0.9407842002789949,1.0678751304607776,0.9827473248773065,1.0465898037712391,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.1102230246251565e-16
148,0.35,0.9,1.3,42,78,0.44999999999999996,-0.4500000000000001,0.6500000000000001,-0.65,0.8033369134479409,0.7984724907218627,0.9971037967485809,0.8497949231692066,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16,0.0
149,0.35,0.9,1.5,42,78,0.4499999999999999,-0.44999999999999973,0.75,-0.7500000000000001,1.183719509431428,0.9857885389964518,1.0806676777847595,1.0269230736868786,1.1102230246251565e-16,2.7755575615628914e-16,0.0,1.1102230246251565e-16
150,0.35,0.9,1.7,42,78,0.44999999999999996,-0.45,0.8499999999999999,-0.8500000000000002,0.9951867659795953,0.8710031562339225,1.0067166297794892,0.9741776902995258,5.551115123125783e-17,0.0,1.1102230246251565e-16,2.220446049250313e-16
151,0.35,0.9,1.9,42,78,0.45000000000000007,-0.4500000000000001,0.95,-0.9499999999999997,0.8508289581822552,0.9720073385627249,0.9600787942396356,0.9746237407527564,5.551115123125783e-17,1.1102230246251565e-16,0.0,2.220446049250313e-16
152,0.35,0.9,2.1,42,78,0.45000000000000007,-0.44999999999999984,1.05,-1.0499999999999998,1.0130420068126171,0.8766250885966503,0.8320498798895464,1.1024072641353773,5.551115123125783e-17,1.6653345369377348e-16,0.0,2.220446049250313e-16
153,0.35,0.9,2.3,42,78,0.44999999999999996,-0.44999999999999984,1.1500000000000001,-1.1500000000000001,0.934333270683258,1.067788470011011,0.9127191249546545,0.879095431217176,5.551115123125783e-17,1.6653345369377348e-16,2.220446049250313e-16,2.220446049250313e-16
154,0.35,0.9,2.5,42,78,0.45000000000000007,-0.45,1.2499999999999996,-1.2499999999999998,1.1213113512226298,0.9830525159347909,1.0004632282957249,0.9624158418817774,5.551115123125783e-17,0.0,4.440892098500626e-16,2.220446049250313e-16
155,0.35,1.1,0.5,42,78,0.55,-0.5500000000000002,0.24999999999999994,-0.2500000000000001,0.9871169022770763,0.9540334059567801,0.8866170643331099,0.9260475898683185,0.0,1.1102230246251565e-16,5.551115123125783e-17,1.1102230246251565e-16
156,0.35,1.1,0.7,42,78,0.5499999999999999,-0.55,0.3500000000000001,-0.34999999999999987,1.040666876684564,1.0736387730565795,1.1310908430545819,1.0505970169518029,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16
157,0.35,1.1,0.9,42,78,0.5500000000000002,-0.5499999999999999,0.44999999999999996,-0.4500000000000002,1.037842537894434,0.9777525063899278,1.0849386770106046,1.0091037574833144,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,1.6653345369377348e-16
158,0.35,1.1,1.1,42,78,0.55,-0.55,0.55,-0.5499999999999999,0.9976415753585604,1.0266347632364092,0.9554377001496498,1.01062256974088,0.0,0.0,0.0,1.1102230246251565e-16
159,0.35,1.1,1.3,42,78,0.55,-0.5499999999999999,0.6500000000000001,-0.6499999999999999,1.092670914578078,0.9468390981782069,1.0558057503717717,1.023623284052592,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
160,0.35,1.1,1.5,42,78,0.5499999999999998,-0.5499999999999999,0.7499999999999998,-0.7500000000000001,0.7350338757375223,0.9799667401315411,0.9597512062604969,1.1122105156416482,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16
161,0.35,1.1,1.7,42,78,0.5500000000000002,-0.55,0.8499999999999999,-0.8500000000000002,0.8550896426253691,0.9791249233434084,0.9051045081693269,0.9337473664693798,1.1102230246251565e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16
162,0.35,1.1,1.9,42,78,0.55,-0.5499999999999999,0.9499999999999996,-0.9500000000000001,0.9912026156583411,1.2222668785568291,1.1212552024741984,1.0046221794231913,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.1102230246251565e-16
163,0.35,1.1,2.1,42,78,0.55,-0.5499999999999999,1.0499999999999998,-1.0500000000000007,0.9819695911131365,0.9321772540531008,1.0065951598659115,0.9528510699947688,0.0,1.1102230246251565e-16,2.220446049250313e-16,6.661338147750939e-16
164,0.35,1.1,2.3,42,78,0.5500000000000002,-0.5499999999999999,1.1500000000000001,-1.1500000000000001,1.1080079910803584,1.1151040720843317,1.0558203416892715,1.1214163417663607,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16
165,0.35,1.1,2.5,42,78,0.55,-0.55,1.2499999999999998,-1.2499999999999998,0.8062234866150747,1.1308982810276038,0.9468833216131466,1.0442751707094597,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
166,0.35,1.3,0.5,42,78,0.65,-0.6500000000000001,0.25,-0.25000000000000006,0.96838350870212,1.0929381484358827,0.8096513213571772,0.9708748239980104,0.0,1.1102230246251565e-16,0.0,5.551115123125783e-17
167,0.35,1.3,0.7,42,78,0.65,-0.65,0.35,-0.3500000000000001,1.01309518115954,1.0422632721415117,1.0428095803745325,1.0870496838374322,0.0,0.0,0.0,1.1102230246251565e-16
168,0.35,1.3,0.9,42,78,0.6499999999999999,-0.6500000000000001,0.44999999999999996,-0.4500000000000001,1.0281681113311487,0.932564561661887,1.0166186627342906,1.095438963352363,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,1.1102230246251565e-16
169,0.35,1.3,1.1,42,78,0.65,-0.65,0.5499999999999998,-0.55,0.907224228637865,1.0532413716356785,0.9072827471929475,1.036153580680484,0.0,0.0,2.220446049250313e-16,0.0
170,0.35,1.3,1.3,42,78,0.65,-0.65,0.6500000000000001,-0.65,1.0869094555747745,0.9944149898662036,0.7972673479438767,0.8496494347140136,0.0,0.0,1.1102230246251565e-16,0.0
171,0.35,1.3,1.5,42,78,0.65,-0.6499999999999999,0.7500000000000001,-0.7500000000000002,1.1155633154839346,1.0855496118765056,1.1649604318126818,1.0350672029509578,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16
172,0.35,1.3,1.7,42,78,0.65,-0.6499999999999998,0.8499999999999999,-0.85,0.9424122278645487,1.1321635213244674,1.0752154337295474,1.001338194410428,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0
173,0.35,1.3,1.9,42,78,0.6499999999999998,-0.6499999999999998,0.9499999999999998,-0.95,1.146596285498229,1.0253632060070026,0.8348609505134071,1.0628150578127236,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0
174,0.35,1.3,2.1,42,78,0.6499999999999999,-0.65,1.05,-1.0500000000000005,0.9910604165455321,0.9516179949436163,0.7832183055266555,1.0855964713347024,1.1102230246251565e-16,0.0,0.0,4.440892098500626e-16
175,0.35,1.3,2.3,42,78,0.65,-0.65,1.1500000000000001,-1.15,0.9439945137211077,0.8789493889744564,1.0530858696931653,1.1329973459158682,0.0,0.0,2.220446049250313e-16,0.0
176,0.35,1.3,2.5,42,78,0.65,-0.65,1.2500000000000002,-1.2500000000000002,0.9200167595467321,1.0585925408608363,0.8611747907380813,0.8843705195439406,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
177,0.35,1.5,0.5,42,78,0.7500000000000002,-0.7500000000000001,0.24999999999999994,-0.25,1.0558883973902462,0.8815640422996666,0.9972063845544794,0.9885103152393496,2.220446049250313e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0
178,0.35,1.5,0.7,42,78,0.7500000000000002,-0.7500000000000001,0.35000000000000003,-0.35,1.0532073138122477,1.054652597761774,0.954557679145873,0.9769074937652951,2.220446049250313e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0
179,0.35,1.5,0.9,42,78,0.7500000000000001,-0.75,0.44999999999999996,-0.44999999999999973,1.0081411673814398,0.9619444410234139,0.9134756305845688,1.0282275409032178,1.1102230246251565e-16,0.0,5.551115123125783e-17,2.7755575615628914e-16
180,0.35,1.5,1.1,42,78,0.75,-0.7500000000000001,0.5500000000000002,-0.5499999999999999,1.001187888533819,1.0722849459689174,0.9174693953479254,0.9459409917112666,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
181,0.35,1.5,1.3,42,78,0.75,-0.7499999999999999,0.6500000000000001,-0.65,1.1170313208382225,1.1314305629025834,0.8111686445382558,0.9500179914556796,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0
182,0.35,1.5,1.5,42,78,0.7500000000000001,-0.75,0.75,-0.7499999999999999,0.8508525545107216,1.029115316632083,0.985092344376871,1.109372874688558,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16
183,0.35,1.5,1.7,42,78,0.75,-0.75,0.8499999999999999,-0.85,0.8892134314453033,0.9879313583874368,1.0176218951637743,0.9131069463624237,0.0,0.0,1.1102230246251565e-16,0.0
184,0.35,1.5,1.9,42,78,0.75,-0.75,0.95,-0.95,1.182989438624049,1.1632362699728538,1.139797318003918,0.968841553391751,0.0,0.0,0.0,0.0
185,0.35,1.5,2.1,42,78,0.75,-0.75,1.0499999999999996,-1.05,0.8673671143294249,0.9974743163829852,0.8985278503967488,1.058348793820092,0.0,0.0,4.440892098500626e-16,0.0
186,0.35,1.5,2.3,42,78,0.75,-0.7500000000000001,1.1499999999999997,-1.1500000000000001,0.9834468141390907,0.9786852301664075,0.9892402297529796,1.0465834818555353,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16
187,0.35,1.5,2.5,42,78,0.75,-0.7499999999999999,1.25,-1.25,1.0518024065492486,0.9666144809322689,1.115282082625237,0.9167572247957453,0.0,1.1102230246251565e-16,0.0,0.0
188,0.35,1.7,0.5,42,78,0.8500000000000001,-0.8500000000000002,0.25,-0.25,1.1146847527711972,0.884176987685581,0.8432334512286775,0.9230429016651811,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0
189,0.35,1.7,0.7,42,78,0.8500000000000002,-0.85,0.35,-0.35000000000000003,1.0096451593207616,0.9297989427300206,1.0804561222166869,1.1388365360331936,2.220446049250313e-16,0.0,0.0,5.551115123125783e-17
190,0.35,1.7,0.9,42,78,0.8499999999999999,-0.8499999999999998,0.44999999999999996,-0.4500000000000002,0.9706114072977421,0.9943408474706382,0.8839703526552445,0.9175171201507529,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,1.6653345369377348e-16
191,0.35,1.7,1.1,42,78,0.8500000000000001,-0.8500000000000002,0.55,-0.55,0.8856755187685799,0.9826695019981064,0.8551157271258724,1.0653534890539906,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0
192,0.35,1.7,1.3,42,78,0.8499999999999999,-0.8500000000000002,0.6499999999999998,-0.65,1.007401420139664,0.9913153598417951,1.0882336873305576,0.9234030272284486,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
193,0.35,1.7,1.5,42,78,0.8499999999999999,-0.85,0.7500000000000001,-0.75,0.9259429986859147,0.9761488690551369,0.941426213789561,0.9976878722903516,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0
194,0.35,1.7,1.7,42,78,0.8499999999999999,-0.85,0.8500000000000001,-0.85,0.8311715838304401,0.9327835108575987,0.9556846878250665,1.0386245576243651,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0
195,0.35,1.7,1.9,42,78,0.8499999999999998,-0.8500000000000002,0.9499999999999998,-0.95,0.9493203824867374,0.9975789302792137,0.887243890440264,1.0167492953790234,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0
196,0.35,1.7,2.1,42,78,0.8499999999999999,-0.85,1.0500000000000003,-1.0499999999999998,1.0024135679696076,0.8911078567320515,1.2254703941086191,1.0682998447683518,1.1102230246251565e-16,0.0,2.220446049250313e-16,2.220446049250313e-16
197,0.35,1.7,2.3,42,78,0.8499999999999999,-0.85,1.15,-1.15,0.9691320651580133,0.8549582309071158,0.9742505197083653,0.9117359867921082,1.1102230246251565e-16,0.0,0.0,0.0
198,0.35,1.7,2.5,42,78,0.8499999999999999,-0.85,1.2499999999999998,-1.25,0.8358249764319922,0.9815081125573685,0.8867755127793299,0.7936678453160011,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0
199,0.35,1.9,0.5,42,78,0.9499999999999998,-0.95,0.25,-0.24999999999999992,0.9941133660348689,1.024814111599172,0.8422763469823287,1.0288658191518516,1.1102230246251565e-16,0.0,0.0,8.326672684688674e-17
200,0.35,1.9,0.7,42,78,0.9499999999999998,-0.95,0.35000000000000003,-0.35000000000000003,1.1257786397100589,0.9423661029367568,0.927200349791956,0.9212626506139723,1.1102230246251565e-16,0.0,5.551115123125783e-17,5.551115123125783e-17
201,0.35,1.9,0.9,42,78,0.95,-0.9500000000000001,0.45000000000000007,-0.4500000000000001,0.7941868410760097,1.134206860083887,1.0447544764854877,0.9952866294939904,0.0,1.1102230246251565e-16,5.551115123125783e-17,1.1102230246251565e-16
202,0.35,1.9,1.1,42,78,0.95,-0.95,0.5500000000000002,-0.55,1.1300987295025444,0.9318372771336517,1.0288237958970043,0.9424360958475158,0.0,0.0,1.1102230246251565e-16,0.0
203,0.35,1.9,1.3,42,78,0.9499999999999998,-0.9499999999999995,0.65,-0.6499999999999996,1.2111447531892432,1.168731057833514,1.1138911399323552,0.9192658479362396,1.1102230246251565e-16,4.440892098500626e-16,0.0,4.440892098500626e-16
204,0.35,1.9,1.5,42,78,0.9499999999999998,-0.9500000000000001,0.7500000000000001,-0.7499999999999999,1.1391308385767795,1.1396091070849323,1.0177710772926016,0.8889254445260923,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
205,0.35,1.9,1.7,42,78,0.9499999999999996,-0.95,0.8499999999999998,-0.85,0.8471457266512334,1.0573860677560385,1.0465235495615863,0.8699488005016757,3.3306690738754696e-16,0.0,2.220446049250313e-16,0.0
206,0.35,1.9,1.9,42,78,0.9500000000000002,-0.9500000000000001,0.9500000000000002,-0.95,0.9056131235743423,1.0994026782330744,0.9027024334037717,0.9828105220754217,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0
207,0.35,1.9,2.1,42,78,0.9500000000000002,-0.9499999999999997,1.05,-1.0499999999999998,0.9005413593225011,0.9482798234152366,1.0963567610490552,0.9319225376622607,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16
208,0.35,1.9,2.3,42,78,0.9499999999999998,-0.95,1.15,-1.15,0.898431768101422,1.0954049008904594,1.161855333907941,1.0288540226082699,1.1102230246251565e-16,0.0,0.0,0.0
209,0.35,1.9,2.5,42,78,0.9499999999999998,-0.95,1.2500000000000002,-1.2500000000000004,0.963963609571826,0.8992439067331637,0.9401132258941994,0.9379786195831595,1.1102230246251565e-16,0.0,2.220446049250313e-16,4.440892098500626e-16
210,0.35,2.1,0.5,42,78,1.0500000000000003,-1.0499999999999996,0.25,-0.24999999999999992,0.9426515735535036,0.9621733082367776,1.0615273785174388,1.0446945815871511,2.220446049250313e-16,4.440892098500626e-16,0.0,8.326672684688674e-17
211,0.35,2.1,0.7,42,78,1.05,-1.0500000000000005,0.3499999999999999,-0.3499999999999999,0.9698254281010488,1.0792305536761122,1.1060876033174458,0.992021438015268,0.0,4.440892098500626e-16,5.551115123125783e-17,5.551115123125783e-17
212,0.35,2.1,0.9,42,78,1.05,-1.0499999999999998,0.45000000000000007,-0.44999999999999984,0.9177449319709768,0.8323728666927502,1.011765641607895,0.996674364413205,0.0,2.220446049250313e-16,5.551115123125783e-17,1.6653345369377348e-16
213,0.35,2.1,1.1,42,78,1.0499999999999998,-1.0499999999999998,0.5499999999999998,-0.55,0.8794521926672053,0.9333290897906553,1.0964351430401573,0.9658175474341104,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
214,0.35,2.1,1.3,42,78,1.05,-1.05,0.6500000000000001,-0.65,0.9308190199635683,1.0465741125359231,1.0135577218584841,0.8971923746372562,0.0,0.0,1.1102230246251565e-16,0.0
215,0.35,2.1,1.5,42,78,1.05,-1.0499999999999998,0.7500000000000002,-0.75,0.983860655808135,0.9857462601345972,1.0548688457091548,0.984882530143258,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0
216,0.35,2.1,1.7,42,78,1.05,-1.05,0.8500000000000002,-0.8500000000000002,0.9779586634857773,0.9799010341220153,1.0613103907190924,0.7999093445567181,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
217,0.35,2.1,1.9,42,78,1.0499999999999998,-1.05,0.95,-0.9499999999999997,1.023074576682059,1.056483248271273,0.9814858716432407,1.065276921186957,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16
218,0.35,2.1,2.1,42,78,1.0499999999999998,-1.0499999999999998,1.0500000000000003,-1.0499999999999996,0.8113009430700776,0.9150641929654473,0.9804690208905008,0.9766736322061813,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16
219,0.35,2.1,2.3,42,78,1.05,-1.0500000000000007,1.1499999999999997,-1.15,0.817108982824741,0.8572696538247914,0.8051758187974853,1.0323891483803707,0.0,6.661338147750939e-16,2.220446049250313e-16,0.0
220,0.35,2.1,2.5,42,78,1.0500000000000003,-1.05,1.2500000000000002,-1.2499999999999998,0.9589631942020408,0.987281622173064,1.067469845574924,0.9754989782361587,2.220446049250313e-16,0.0,2.220446049250313e-16,2.220446049250313e-16
221,0.35,2.3,0.5,42,78,1.1499999999999997,-1.1500000000000001,0.25,-0.24999999999999994,1.0086631590238655,0.8762345417557194,1.0742347928010068,0.9371487214806519,2.220446049250313e-16,2.220446049250313e-16,0.0,5.551115123125783e-17
222,0.35,2.3,0.7,42,78,1.1499999999999997,-1.15,0.35,-0.35000000000000003,1.0712744900194755,0.9437629465998195,1.086398861787765,1.037616359502666,2.220446049250313e-16,0.0,0.0,5.551115123125783e-17
223,0.35,2.3,0.9,42,78,1.1500000000000001,-1.1499999999999997,0.44999999999999996,-0.4499999999999999,0.8604027982888698,0.9860166932222367,1.2237112261284189,0.8798729167459484,2.220446049250313e-16,2.220446049250313e-16,5.551115123125783e-17,1.1102230246251565e-16
224,0.35,2.3,1.1,42,78,1.15,-1.15,0.5499999999999999,-0.5500000000000002,0.9523991456348779,0.8804960344351983,0.8234957021728453,1.0337393600456821,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
225,0.35,2.3,1.3,42,78,1.15,-1.1500000000000001,0.65,-0.6499999999999999,0.9373070895632808,0.9946896509490337,0.9842564170945836,1.0190742999508193,0.0,2.220446049250313e-16,0.0,1.1102230246251565e-16
226,0.35,2.3,1.5,42,78,1.15,-1.1499999999999997,0.75,-0.75,0.9745464080052691,0.9677098297283617,0.9766160448535699,1.0793163390420673,0.0,2.220446049250313e-16,0.0,0.0
227,0.35,2.3,1.7,42,78,1.1500000000000001,-1.1499999999999995,0.8499999999999999,-0.8499999999999998,0.9452171567173101,0.8361737361823174,0.8030590839162245,0.9048921078713731,2.220446049250313e-16,4.440892098500626e-16,1.1102230246251565e-16,2.220446049250313e-16
228,0.35,2.3,1.9,42,78,1.1499999999999997,-1.15,0.9499999999999996,-0.95,1.0599556784337136,1.0494421173662956,0.9805830468500581,0.9929740395346778,2.220446049250313e-16,0.0,3.3306690738754696e-16,0.0
229,0.35,2.3,2.1,42,78,1.1500000000000001,-1.1499999999999997,1.0499999999999998,-1.05,0.8719520151923608,0.9835740885997442,1.0967783688380486,1.0414544780479904,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
230,0.35,2.3,2.3,42,78,1.15,-1.1500000000000001,1.15,-1.15,0.995611435330508,1.003344219857201,1.0826965894161815,1.009577254331778,0.0,2.220446049250313e-16,0.0,0.0
231,0.35,2.3,2.5,42,78,1.15,-1.1500000000000001,1.2499999999999998,-1.2500000000000002,1.0311984492759672,0.9864280744632314,0.8872273179698827,0.9502546386053045,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
232,0.35,2.5,0.5,42,78,1.25,-1.25,0.24999999999999994,-0.25,0.7528072424262683,0.985841891712429,0.8944037570084868,0.998784858240625,0.0,0.0,5.551115123125783e-17,0.0
