id,ps,dprime_h,dprime_s,n_signal,n_noise,mean_H|S,mean_H|N,mean_S|S,mean_S|N,sd_H|S,sd_H|N,sd_S|S,sd_S|N,abs_err_H|S,abs_err_H|N,abs_err_S|S,abs_err_S|N
41,0.2,1.1,1.9,24,96,0.5499999999999999,-0.5500000000000002,0.9499999999999998,-0.9499999999999998,1.1641910913499554,0.9562276631190135,0.8022191088703577,0.9457844095229411,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
42,0.2,1.1,2.1,24,96,0.55,-0.5500000000000002,1.05,-1.0499999999999998,0.8226193924177373,0.9506600910171131,0.9556085621022605,0.8936373394718787,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16
43,0.2,1.1,2.3,24,96,0.5499999999999999,-0.5500000000000002,1.1500000000000001,-1.1500000000000001,1.0158044975395,1.0400953912078588,1.1037331903651881,1.0310844480839454,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16
44,0.2,1.1,2.5,24,96,0.5500000000000002,-0.55,1.2499999999999998,-1.25,1.191683387212,0.969330779577285,1.0618509352254408,0.984508402462261,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0
45,0.2,1.3,0.5,24,96,0.6499999999999999,-0.65,0.25,-0.25,0.8167027489506419,0.8386697586174856,1.0021322589547266,1.0117004762813366,1.1102230246251565e-16,0.0,0.0,0.0
46,0.2,1.3,0.7,24,96,0.6499999999999999,-0.6499999999999999,0.3499999999999999,-0.35000000000000003,0.9229916909190206,1.0166355992596199,0.977625658669018,0.9753221278444858,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17
47,0.2,1.3,0.9,24,96,0.65,-0.65,0.45,-0.45,0.9054225519892218,1.0276867899763371,1.0308283784656407,1.0422539462249043,0.0,0.0,0.0,0.0
48,0.2,1.3,1.1,24,96,0.65,-0.65,0.5500000000000002,-0.5500000000000002,0.9832036838266918,0.947761918296374,1.0698093933765456,0.8966303338017939,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
49,0.2,1.3,1.3,24,96,0.6499999999999999,-0.65,0.65,-0.6500000000000001,0.8895423561419002,1.1176214189828675,1.0059355448665028,0.9756961670374418,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16
50,0.2,1.3,1.5,24,96,0.65,-0.6500000000000002,0.7499999999999999,-0.75,0.7050986510723238,1.083717151373621,0.9092854173701761,0.9524638349017069,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0
