feature,importance
stimulus,0.67105967
ds_recommends_signal,0.23390603
system_d,0.05771294
dependency_num,0.014720806
purchase_ds_block_num,0.0106124235
trial,0.006274686
block,0.005713417
is_first_trial,0.0
is_first_block,0.0
