id,early_userS,late_userS,delta_userS,early_evtS,late_evtS,delta_evtS
62,0.1875,0.25,0.0625,0.125,0.125,0.0
63,0.0625,0.0625,0.0,0.25,0.25,0.0
64,0.5,0.1,-0.4,0.35,0.25,-0.09999999999999998
65,0.08333333333333333,0.5833333333333334,0.5,0.16666666666666666,0.4166666666666667,0.25
67,0.4375,0.3125,-0.125,0.3125,0.25,-0.0625
68,0.375,0.25,-0.125,0.4375,0.25,-0.1875
72,0.4375,0.375,-0.0625,0.4375,0.25,-0.1875
74,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
75,0.0,0.0,0.0,0.25,0.25,0.0
76,0.5,0.15,-0.35,0.35,0.25,-0.09999999999999998
78,0.25,0.0,-0.25,0.375,0.0,-0.375
79,0.1875,0.1875,0.0,0.25,0.25,0.0
81,0.625,0.5,-0.125,0.375,0.375,0.0
82,0.5,0.08333333333333333,-0.4166666666666667,0.3333333333333333,0.25,-0.08333333333333331
83,0.55,0.05,-0.5,0.35,0.25,-0.09999999999999998
85,0.375,0.0,-0.375,0.375,0.0,-0.375
86,0.375,0.0,-0.375,0.375,0.0,-0.375
87,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
89,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
90,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
92,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
93,0.25,0.375,0.125,0.375,0.375,0.0
94,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
95,0.0,0.625,0.625,0.0,0.4375,0.4375
97,0.1875,0.625,0.4375,0.0625,0.4375,0.375
98,0.625,0.375,-0.25,0.625,0.125,-0.5
100,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
101,0.5,0.375,-0.125,0.625,0.125,-0.5
102,0.3333333333333333,0.25,-0.08333333333333331,0.4166666666666667,0.16666666666666666,-0.25
103,0.1875,0.5625,0.375,0.0625,0.4375,0.375
104,0.1875,0.25,0.0625,0.125,0.125,0.0
105,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
106,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
110,0.1875,0.5,0.3125,0.0625,0.4375,0.375
112,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
114,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
121,0.1875,0.25,0.0625,0.125,0.125,0.0
122,0.1875,0.5,0.3125,0.0625,0.4375,0.375
124,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
125,0.1875,0.25,0.0625,0.125,0.125,0.0
126,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
129,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
130,0.25,0.55,0.30000000000000004,0.2,0.35,0.14999999999999997
131,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
133,0.125,0.125,0.0,0.125,0.125,0.0
134,0.1875,0.5625,0.375,0.0625,0.4375,0.375
136,0.3,0.45,0.15000000000000002,0.2,0.35,0.14999999999999997
137,0.0,0.125,0.125,0.0625,0.4375,0.375
138,0.1875,0.5625,0.375,0.0625,0.4375,0.375
139,0.1875,0.5625,0.375,0.0625,0.4375,0.375
140,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
142,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
143,0.375,0.375,0.0,0.625,0.125,-0.5
144,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
145,0.375,0.375,0.0,0.625,0.125,-0.5
147,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
148,0.125,0.25,0.125,0.125,0.125,0.0
151,0.375,0.375,0.0,0.625,0.125,-0.5
153,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
155,0.1875,0.5625,0.375,0.0625,0.4375,0.375
158,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
159,0.5,0.375,-0.125,0.625,0.125,-0.5
162,0.1875,0.5625,0.375,0.0625,0.4375,0.375
163,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.25
166,0.5,0.375,-0.125,0.625,0.125,-0.5
168,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
169,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
170,0.5,0.375,-0.125,0.625,0.125,-0.5
173,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
174,0.1875,0.625,0.4375,0.0625,0.4375,0.375
176,0.1875,0.5625,0.375,0.0625,0.4375,0.375
178,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
179,0.5,0.375,-0.125,0.625,0.125,-0.5
180,0.3333333333333333,0.25,-0.08333333333333331,0.4166666666666667,0.16666666666666666,-0.25
181,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
182,0.375,0.375,0.0,0.625,0.125,-0.5
183,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
184,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
187,0.5,0.375,-0.125,0.625,0.125,-0.5
190,0.5,0.375,-0.125,0.625,0.125,-0.5
191,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
192,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
193,0.1875,0.625,0.4375,0.0625,0.4375,0.375
195,0.375,0.375,0.0,0.625,0.125,-0.5
196,0.25,0.5625,0.3125,0.0625,0.4375,0.375
201,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
202,0.5,0.375,-0.125,0.625,0.125,-0.5
206,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
208,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
