id,early_userS,late_userS,delta_userS,early_evtS,late_evtS,delta_evtS
209,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
210,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
211,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
213,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
214,0.1875,0.5625,0.375,0.0625,0.4375,0.375
215,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
216,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
217,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
218,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
219,0.5,0.375,-0.125,0.625,0.125,-0.5
221,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
222,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
223,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
224,0.3333333333333333,0.25,-0.08333333333333331,0.4166666666666667,0.16666666666666666,-0.25
225,0.375,0.375,0.0,0.625,0.125,-0.5
227,0.3333333333333333,0.25,-0.08333333333333331,0.4166666666666667,0.16666666666666666,-0.25
228,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
229,0.375,0.375,0.0,0.625,0.125,-0.5
230,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
231,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
232,0.375,0.375,0.0,0.625,0.125,-0.5
233,0.625,0.375,-0.25,0.625,0.125,-0.5
234,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
237,0.5,0.375,-0.125,0.625,0.125,-0.5
238,0.08333333333333333,0.25,0.16666666666666669,0.16666666666666666,0.4166666666666667,0.25
239,0.625,0.375,-0.25,0.625,0.125,-0.5
240,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
241,0.25,0.5,0.25,0.0625,0.4375,0.375
242,0.375,0.375,0.0,0.625,0.125,-0.5
245,0.5,0.375,-0.125,0.625,0.125,-0.5
246,0.375,0.375,0.0,0.625,0.125,-0.5
249,0.1875,0.5625,0.375,0.0625,0.4375,0.375
250,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
251,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
252,0.5,0.375,-0.125,0.625,0.125,-0.5
253,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
254,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
255,0.25,0.5625,0.3125,0.0625,0.4375,0.375
259,0.375,0.375,0.0,0.625,0.125,-0.5
262,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
265,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
266,0.5,0.375,-0.125,0.625,0.125,-0.5
267,0.5,0.375,-0.125,0.625,0.125,-0.5
271,0.25,0.25,0.0,0.125,0.125,0.0
272,0.1875,0.5,0.3125,0.0625,0.4375,0.375
274,0.125,0.25,0.125,0.125,0.125,0.0
275,0.5,0.375,-0.125,0.625,0.125,-0.5
276,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
277,0.1875,0.25,0.0625,0.125,0.125,0.0
278,0.375,0.375,0.0,0.625,0.125,-0.5
281,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
284,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
285,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
287,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
288,0.625,0.375,-0.25,0.625,0.125,-0.5
289,0.25,0.25,0.0,0.125,0.125,0.0
292,0.1875,0.625,0.4375,0.0625,0.4375,0.375
293,0.625,0.375,-0.25,0.625,0.125,-0.5
296,0.1875,0.5625,0.375,0.0625,0.4375,0.375
297,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
298,0.1875,0.5625,0.375,0.0625,0.4375,0.375
299,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
302,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
304,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
306,0.25,0.55,0.30000000000000004,0.2,0.35,0.14999999999999997
309,0.3,0.5,0.2,0.2,0.35,0.14999999999999997
310,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
311,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
312,0.1875,0.5625,0.375,0.0625,0.4375,0.375
314,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
317,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
319,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
321,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
322,0.1875,0.5625,0.375,0.0625,0.4375,0.375
324,0.5833333333333334,0.08333333333333333,-0.5,0.4166666666666667,0.16666666666666666,-0.25
325,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
326,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
327,0.08333333333333333,0.4166666666666667,0.33333333333333337,0.16666666666666666,0.4166666666666667,0.25
330,0.3333333333333333,0.25,-0.08333333333333331,0.4166666666666667,0.16666666666666666,-0.25
331,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
332,0.1875,0.625,0.4375,0.0625,0.4375,0.375
335,0.4166666666666667,0.25,-0.16666666666666669,0.4166666666666667,0.16666666666666666,-0.25
337,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
342,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
344,0.1875,0.5625,0.375,0.0625,0.4375,0.375
345,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
346,0.1875,0.25,0.0625,0.125,0.125,0.0
347,0.1875,0.25,0.0625,0.125,0.125,0.0
349,0.0,0.25,0.25,0.16666666666666666,0.4166666666666667,0.25
351,0.0625,0.625,0.5625,0.0,0.4375,0.4375
352,0.25,0.5,0.25,0.2,0.35,0.14999999999999997
