tag,n_train,n_test,user_pi_train,user_pi_test,evt_pi_train,evt_pi_test,acc,f1,prec,rec,auc,ap,brier,ece,acc_tuned,f1_tuned,prec_tuned,rec_tuned,thresh
DS_pooled_chrono_70_30_full_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.9345499536034643,0.9029001468428781,0.9671647660243806,0.846643717728055,0.9861930885575828,0.969482125341076,0.04650887891241438,0.03416426045759406,0.9345499536034643,0.9029001468428781,0.9671647660243806,0.846643717728055,0.34
DS_pooled_chrono_70_30_no_ds_hard_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.9166718218373028,0.8796784278695846,0.9143918291550603,0.8475043029259897,0.9710891410021681,0.9355476491964203,0.06270207687762146,0.04048432829950272,0.9172285802660068,0.8805996787435303,0.9143810229799851,0.8492254733218588,0.46
DS_pooled_chrono_70_30_no_ds_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.9175378905041757,0.8865821492384923,0.8766616187110887,0.8967297762478486,0.9672456536499865,0.9355924397109519,0.06954653658062798,0.049947826052315014,0.9172904423136405,0.8862998554298835,0.875945537065053,0.8969018932874354,0.17
DS_pooled_chrono_70_30_no_historical_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.9636869780389731,0.9505684210526316,0.9305853256389118,0.9714285714285714,0.9884906723534824,0.9747158454096159,0.03073479927005356,0.015331649126619233,0.9636251159913393,0.9505217098619994,0.9298649983536385,0.9721170395869191,0.28
DS_pooled_chrono_70_30_no_stim_and_ds_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.6252397154345809,0.2508038585209003,0.44551845342706503,0.17452667814113598,0.5314104704670929,0.4043504057228559,0.321502566343353,0.2959314801633984,0.621589854624188,0.26007015846135234,0.43752543752543754,0.18502581755593803,0.35000000000000003
DS_pooled_chrono_70_30_no_stim_hard_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.7126507887411073,0.3833797955661755,0.8380731282646546,0.24853700516351118,0.7543008482851874,0.6505076603406199,0.2034034079717011,0.15416908615843172,0.7526136715125271,0.6145542168674699,0.6983570646221249,0.5487091222030981,0.29
DS_pooled_chrono_70_30_no_stim_strict,37722,16165,0.3250888075923864,0.3594184967522425,0.29333015216584485,0.3156820290751624,0.7480358799876275,0.5732844421162913,0.7325301204819277,0.47091222030981067,0.7645267612493154,0.6344353846894027,0.20768231030478895,0.1713521673907248,0.7519331889885555,0.594293808174828,0.7209131075110456,0.5055077452667814,0.33
