tag,n_train,n_test,user_pi_train,user_pi_test,evt_pi_train,evt_pi_test,acc,f1,prec,rec,auc,ap,brier,ece,acc_tuned,f1_tuned,prec_tuned,rec_tuned,thresh
NONDS_pooled_chrono_70_30_online_full_online,43400,18600,0.3542626728110599,0.3253225806451613,0.3047695852534562,0.2888709677419355,0.9632258064516129,0.944044502617801,0.9347156973918678,0.9535613948107751,0.9904356676908324,0.9775352321719132,0.028653790208735718,0.009887958303937601,0.9633333333333334,0.9442628309905198,0.9340339531123686,0.9547182283920013,0.34
NONDS_pooled_chrono_70_30_online_no_historical_online,43400,18600,0.3542626728110599,0.3253225806451613,0.3047695852534562,0.2888709677419355,0.9588709677419355,0.9377593360995851,0.9235576923076924,0.9524045612295489,0.9783063710367736,0.9398376182640201,0.03613634396631492,0.005608628690090981,0.9584408602150538,0.9372921229820719,0.9204907584448694,0.9547182283920013,0.2
NONDS_pooled_chrono_70_30_online_no_stim_hard_online,43400,18600,0.3542626728110599,0.3253225806451613,0.3047695852534562,0.2888709677419355,0.815,0.6734364619910791,0.7909050378956755,0.5863493637415303,0.793549718091365,0.7435773081716226,0.1489425227355719,0.09122318831602891,0.815,0.6734364619910791,0.7909050378956755,0.5863493637415303,0.42
NONDS_pooled_chrono_70_30_online_no_stim_online,43400,18600,0.3542626728110599,0.3253225806451613,0.3047695852534562,0.2888709677419355,0.7944086021505377,0.6167568651032271,0.7835497835497836,0.5085109899190217,0.8345809628701366,0.7303137941593166,0.14815577783275446,0.06312457130348775,0.7837096774193548,0.6897509061463716,0.6466165413533834,0.7390513964633945,0.39
