tag,n_train,n_test,p_signal_train,p_signal_test,acc,f1,prec,rec,auc,ap,brier,ece,acc_tuned,f1_tuned,prec_tuned,rec_tuned,thresh
DS_pooled_chrono_70_30_full,37722,16165,0.3250888075923864,0.3594184967522425,0.9398700896999691,0.9136460554371002,0.9441792141020933,0.885025817555938,0.9853428503279863,0.9701230725071334,0.04254761193042185,0.028976679941645194,0.9398082276523353,0.9147313995267724,0.9317978932333512,0.8982788296041309,0.4
DS_pooled_chrono_70_30_no_ds,37722,16165,0.3250888075923864,0.3594184967522425,0.8957624497370863,0.8440248079237249,0.9130783096334869,0.7846815834767642,0.9678463013951368,0.9302326699823633,0.0771217888506074,0.05597732959893764,0.8970615527373956,0.8463243442925749,0.9131127939418094,0.7886402753872633,0.34
DS_pooled_chrono_70_30_no_historical,37722,16165,0.3250888075923864,0.3594184967522425,0.9420352613671512,0.9156843336632773,0.9594569111823497,0.8757314974182444,0.9868710352204154,0.9707987971411853,0.042136558392663344,0.033378816300752054,0.9431487782245592,0.9175414984297892,0.9583880037488285,0.8800344234079174,0.39
DS_pooled_chrono_70_30_no_stim,37722,16165,0.3250888075923864,0.3594184967522425,0.7832972471388803,0.6681193747039318,0.7430979978925184,0.6068846815834767,0.7963223550198586,0.6921964367846556,0.1738589020192555,0.0960832394155113,0.7832972471388803,0.6683079253858536,0.7427909913702379,0.6074010327022376,0.41000000000000003
DS_pooled_chrono_70_30_no_stim_and_ds,37722,16165,0.3250888075923864,0.3594184967522425,0.6570368079183421,0.3463805706201368,0.5497754491017964,0.25283993115318415,0.5664650185206578,0.47648261817794435,0.2849868526475175,0.24705836491545244,0.6551809464893288,0.3480701754385965,0.5430656934306569,0.2561101549053356,0.41000000000000003
DS_pooled_chrono_70_30_no_stim_hard,37722,16165,0.3250888075923864,0.3594184967522425,0.6895143829260748,0.5646630236794171,0.5691554467564259,0.5602409638554217,0.745263731341175,0.649931622543086,0.23348919436696575,0.20330739238871354,0.6898855552118776,0.5656355601767611,0.5695341127202932,0.561790017211704,0.32
