id,early_userS,late_userS,delta_userS,early_evtS,late_evtS,delta_evtS
102,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
103,0.375,0.0,-0.375,0.375,0.0,-0.375
104,0.625,0.5,-0.125,0.375,0.375,0.0
105,0.25,0.5,0.25,0.5,0.25,-0.25
106,0.25,0.5,0.25,0.5,0.25,-0.25
110,0.25,0.0,-0.25,0.375,0.0,-0.375
112,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
114,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
121,0.625,0.5,-0.125,0.375,0.375,0.0
122,0.375,0.375,0.0,0.375,0.375,0.0
124,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
125,0.625,0.5,-0.125,0.375,0.375,0.0
126,0.5,0.5,0.0,0.5,0.25,-0.25
129,0.25,0.5,0.25,0.5,0.25,-0.25
130,0.5,0.5,0.0,0.5,0.25,-0.25
131,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
133,0.375,0.25,-0.125,0.375,0.375,0.0
134,0.375,0.375,0.0,0.375,0.375,0.0
136,0.5,0.5,0.0,0.5,0.25,-0.25
137,0.375,0.25,-0.125,0.375,0.375,0.0
138,0.375,0.0,-0.375,0.375,0.0,-0.375
139,0.25,0.375,0.125,0.375,0.375,0.0
140,0.5,0.5,0.0,0.5,0.25,-0.25
142,0.5,0.5,0.0,0.5,0.25,-0.25
143,0.0,0.5625,0.5625,0.0,0.4375,0.4375
144,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
145,0.0,0.5625,0.5625,0.0,0.4375,0.4375
147,0.6666666666666666,0.16666666666666666,-0.5,0.4166666666666667,0.16666666666666666,-0.25
148,0.5,0.5,0.0,0.375,0.375,0.0
151,0.0,0.5625,0.5625,0.0,0.4375,0.4375
153,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
155,0.375,0.25,-0.125,0.375,0.375,0.0
158,0.6666666666666666,0.16666666666666666,-0.5,0.4166666666666667,0.16666666666666666,-0.25
159,0.0,0.5625,0.5625,0.0,0.4375,0.4375
162,0.375,0.0,-0.375,0.375,0.0,-0.375
163,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
166,0.0,0.5625,0.5625,0.0,0.4375,0.4375
168,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
169,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
170,0.0,0.5625,0.5625,0.0,0.4375,0.4375
173,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
174,0.5,0.25,-0.25,0.375,0.375,0.0
176,0.5,0.25,-0.25,0.375,0.375,0.0
178,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.4166666666666667,0.25
179,0.0,0.5625,0.5625,0.0,0.4375,0.4375
180,0.16666666666666666,0.5833333333333334,0.41666666666666674,0.16666666666666666,0.4166666666666667,0.25
181,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
182,0.0,0.5625,0.5625,0.0,0.4375,0.4375
183,0.6666666666666666,0.25,-0.41666666666666663,0.4166666666666667,0.16666666666666666,-0.25
184,0.08333333333333333,0.5833333333333334,0.5,0.16666666666666666,0.4166666666666667,0.25
187,0.125,0.5625,0.4375,0.0,0.4375,0.4375
190,0.0,0.5625,0.5625,0.0,0.4375,0.4375
191,0.5833333333333334,0.25,-0.33333333333333337,0.4166666666666667,0.16666666666666666,-0.25
192,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
193,0.25,0.0,-0.25,0.375,0.0,-0.375
195,0.0,0.5625,0.5625,0.0,0.4375,0.4375
196,0.25,0.0,-0.25,0.375,0.0,-0.375
201,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
202,0.0,0.5625,0.5625,0.0,0.4375,0.4375
206,0.08333333333333333,0.5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.25
208,0.6666666666666666,0.25,-0.41666666666666663,0.4166666666666667,0.16666666666666666,-0.25
209,0.6666666666666666,0.25,-0.41666666666666663,0.4166666666666667,0.16666666666666666,-0.25
210,0.08333333333333333,0.5833333333333334,0.5,0.16666666666666666,0.4166666666666667,0.25
211,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.4166666666666667,0.25
213,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
214,0.5,0.0,-0.5,0.375,0.0,-0.375
215,0.5833333333333334,0.08333333333333333,-0.5,0.4166666666666667,0.16666666666666666,-0.25
216,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
217,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
218,0.5833333333333334,0.08333333333333333,-0.5,0.4166666666666667,0.16666666666666666,-0.25
219,0.0,0.5625,0.5625,0.0,0.4375,0.4375
221,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
222,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
223,0.5833333333333334,0.08333333333333333,-0.5,0.4166666666666667,0.16666666666666666,-0.25
224,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
225,0.0,0.5,0.5,0.0,0.4375,0.4375
227,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
228,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
229,0.0,0.5625,0.5625,0.0,0.4375,0.4375
230,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25
231,0.5833333333333334,0.16666666666666666,-0.41666666666666674,0.4166666666666667,0.16666666666666666,-0.25
232,0.0,0.375,0.375,0.0,0.4375,0.4375
233,0.0,0.5625,0.5625,0.0,0.4375,0.4375
234,0.0,0.5,0.5,0.16666666666666666,0.4166666666666667,0.25
237,0.0,0.5,0.5,0.0,0.4375,0.4375
238,0.4166666666666667,0.16666666666666666,-0.25,0.4166666666666667,0.16666666666666666,-0.25
